date,price,bedrooms,bathrooms,square_feet,floors,waterfront,view,condition,yr_built,yr_renovated,street,city,statezip,country
16-05-2022,611000,5,2.5,2134,2.5,0,0,3,2008,0,373 NE Eagle Way,Issaquah,WA 98029,USA
16-05-2022,379950,5,3.25,1860,3,0,0,3,2007,0,17510 12th Ave NE,Shoreline,WA 98155,USA
16-05-2022,1270000,8,3,5520,2,0,3,3,2008,0,4468 158th Ave SE,Bellevue,WA 98006,USA
16-05-2022,500000,2,2.5,1310,2,0,0,3,2006,0,921-927 18th Ave,Seattle,WA 98122,USA
17-05-2022,410000,5,2,1700,1,0,0,3,1944,0,2204 W Emerson St,Seattle,WA 98199,USA
18-05-2022,415000,5,2.5,2480,2,0,0,3,1986,0,18303 155th Pl SE,Renton,WA 98058,USA
18-05-2022,297000,5,2.5,1970,2,0,0,4,1994,0,419 Wetherbee Ln,Enumclaw,WA 98022,USA
18-05-2022,575550,8,2.5,2060,1,0,0,3,1985,0,14117 175th Ave NE,Redmond,WA 98052,USA
18-05-2022,534640,5,2.5,2130,1,0,0,4,1994,0,13440 NE 148th St,Woodinville,WA 98072,USA
18-05-2022,352500,5,2.25,1410,1,0,2,3,1987,2000,7426 N Fork Rd SE,Snoqualmie,WA 98065,USA
18-05-2022,488000,2,2,1360,1,0,0,3,1944,0,8023 12th Ave NE,Seattle,WA 98115,USA
18-05-2022,732000,5,2,1940,1,0,0,5,1954,0,2049 144th Ave SE,Bellevue,WA 98007,USA
19-05-2022,215000,2,2.25,1610,2,0,0,4,1979,0,2906 Kennewick Pl NE,Renton,WA 98056,USA
19-05-2022,592500,2,2,1420,1.5,0,2,5,1928,1970,800 NE 95th St,Seattle,WA 98115,USA
19-05-2022,290000,8,2.5,1700,2,0,0,4,1988,0,22020 127th Ct SE,Kent,WA 98031,USA
19-05-2022,475000,2,1,1490,1,0,0,3,1929,0,7008 19th Ave NW,Seattle,WA 98117,USA
19-05-2022,320000,5,2.5,2680,2,0,0,3,1990,2009,833 SW 346th St,Federal Way,WA 98023,USA
19-05-2022,1216000,8,2.5,3190,1,0,3,5,1967,0,4625 Somerset Dr SE,Bellevue,WA 98006,USA
19-05-2022,290000,5,1.5,2120,1.5,0,0,5,1962,0,12611 SE 160th St,Renton,WA 98058,USA
19-05-2022,487250,8,2,1690,1.5,0,0,3,1901,0,4800-4898 Whitman Ave N,Seattle,WA 98103,USA
19-05-2022,339000,8,2.5,1830,2,0,0,3,2003,0,27305 245th Ave SE,Maple Valley,WA 98038,USA
19-05-2022,440000,2,1.5,1010,1.5,0,0,5,1906,0,6411 22nd Ave NW,Seattle,WA 98107,USA
19-05-2022,366500,8,2.75,2070,1,0,0,5,1945,0,15511 9th Ave NE,Shoreline,WA 98155,USA
19-05-2022,462000,5,1.5,1710,1.5,0,0,3,1928,1954,5151 S Othello St,Seattle,WA 98118,USA
19-05-2022,560000,8,1,1660,1.5,0,0,3,1945,2010,7353 16th Ave NW,Seattle,WA 98117,USA
19-05-2022,285000,8,1.75,2080,1,0,0,4,1955,2009,8024 S 130th St,Seattle,WA 98178,USA
19-05-2022,280000,5,2.5,1270,2,0,0,3,1993,0,44633 SE 151st St,North Bend,WA 98045,USA
19-05-2022,210000,5,1,1080,1,0,0,3,1942,1999,5612 18th Ave SW,Seattle,WA 98106,USA
19-05-2022,690000,5,2,1610,1.5,0,0,5,1940,0,7341 20th Ave NE,Seattle,WA 98115,USA
19-05-2022,256500,2,1,1120,1,0,0,4,1980,0,7615 SW 257th St,Vashon,WA 98070,USA
19-05-2022,411000,8,2.75,2500,2,0,0,3,1966,1963,8309 36th Ave S,Seattle,WA 98118,USA
19-05-2022,215000,5,1,970,1,0,0,4,1970,0,11428 SE 225th St,Kent,WA 98031,USA
19-05-2022,762000,5,2,3370,1.5,0,0,4,1907,0,365 Crockett St,Seattle,WA 98109,USA
19-05-2022,359950,5,1,1290,1,0,0,4,1960,2001,29701-29727 138th Ave SE,Auburn,WA 98092,USA
19-05-2022,480000,8,3.5,3370,2,0,3,3,2005,0,44250 SE Edgewick Rd,North Bend,WA 98045,USA
19-05-2022,1405000,8,3.5,3410,2,0,0,3,2008,0,10635 SE 2nd St,Bellevue,WA 98004,USA
19-05-2022,390000,8,2.5,2490,2,0,0,3,1999,0,30271 129th Ave SE,Auburn,WA 98092,USA
19-05-2022,413500,2,1,770,1,0,0,5,1924,1956,615 NW 92nd St,Seattle,WA 98117,USA
19-05-2022,285000,1,1.5,810,2,0,0,4,1982,2011,11807 NE 105th Ct,Kirkland,WA 98033,USA
19-05-2022,475000,8,2.5,3060,1,0,0,4,1968,0,15024 Wallingford Ave N,Shoreline,WA 98133,USA
19-05-2022,386591,5,2.5,1690,2,0,0,3,2014,0,2500 Mulberry Walk NE,Issaquah,WA 98029,USA
19-05-2022,524950,5,1.75,1890,1,0,0,3,1974,0,7360 19th Ave NW,Seattle,WA 98117,USA
19-05-2022,241000,2,2,1470,2,0,0,3,2005,0,24023 SE 282nd St,Maple Valley,WA 98038,USA
19-05-2022,461000,2,1,1060,1,0,0,3,1926,2003,11053 Greenwood Ave N,Seattle,WA 98133,USA
19-05-2022,810000,8,2.5,3480,2,0,0,3,1988,2000,17822 NE 154th St,Woodinville,WA 98072,USA
19-05-2022,885000,8,2.75,2730,1.5,0,0,3,1921,2007,6211 Ravenna Ave NE,Seattle,WA 98115,USA
19-05-2022,247000,5,2.25,1580,2,0,0,4,1986,0,1714 SW 354th Pl,Federal Way,WA 98023,USA
19-05-2022,296500,5,2.75,2170,1,0,0,4,1978,2000,26715 Stanford Ct,Kent,WA 98032,USA
19-05-2022,141800,2,1,930,1,0,0,4,1942,1982,821 Dayton Ave NE,Renton,WA 98056,USA
19-05-2022,333000,8,2,1580,2,0,0,2,1906,0,2023 24th Ave S,Seattle,WA 98144,USA
19-05-2022,602000,5,1.75,3290,1.5,0,0,3,1973,2013,6305 150th Ave NE,Redmond,WA 98052,USA
19-05-2022,565000,8,2.25,2110,2,0,0,4,1979,0,4621 193rd Pl SE,Issaquah,WA 98027,USA
19-05-2022,373000,5,2.5,1670,2,0,0,3,1999,0,18581 134th Pl NE,Woodinville,WA 98072,USA
19-05-2022,588000,5,2.25,2030,1,0,0,4,1977,0,10510 160th Ave NE,Redmond,WA 98052,USA
19-05-2022,485000,5,1,1500,1.5,0,0,3,1926,2003,816 NW Market St,Seattle,WA 98107,USA
19-05-2022,482500,5,2.25,1450,2,0,0,3,2005,0,1820 24th Ave,Seattle,WA 98122,USA
19-05-2022,251200,8,1.5,1310,1,0,0,3,1953,0,240 S 198th St,Des Moines,WA 98148,USA
19-05-2022,869000,5,3.25,4180,2,0,0,4,1979,0,18524 SE 60th St,Issaquah,WA 98027,USA
19-05-2022,464000,5,1.75,1630,1,0,0,3,1967,2011,14926 NE 202nd St,Woodinville,WA 98072,USA
19-05-2022,755000,8,2.5,2660,2,0,0,3,1993,0,10805 177th Ct NE,Redmond,WA 98052,USA
19-05-2022,280000,5,2.5,1720,2,0,0,3,2005,0,454 A St,Renton,WA 98056,USA
19-05-2022,485000,2,2.25,1260,3,0,0,3,2004,2003,3646 Dayton Ave N,Seattle,WA 98103,USA
19-05-2022,305000,5,1.75,1610,1,0,0,3,1981,2013,16215 SE 172nd Ct,Renton,WA 98058,USA
19-05-2022,110700,2,1,680,1,0,0,3,1941,1994,14917-14999 27th Pl S,SeaTac,WA 98188,USA
19-05-2022,850000,8,3.5,2640,2,0,2,3,1937,1998,6728 40th Ave SW,Seattle,WA 98136,USA
19-05-2022,350000,5,2.25,1640,2,0,0,4,1985,0,1755 140th Ct SE,Bellevue,WA 98007,USA
19-05-2022,319950,8,1.75,2310,1,0,0,4,1976,1992,16336 131st Ave SE,Renton,WA 98058,USA
19-05-2022,700000,5,1.75,2010,1,0,0,5,1912,0,901 18th Ave,Seattle,WA 98122,USA
19-05-2022,368000,2,1.5,1660,1,0,0,5,1908,0,10010 44th Ave SW,Seattle,WA 98146,USA
19-05-2022,433500,5,2.5,2200,2,0,0,3,2009,0,6729 37th Ave S,Seattle,WA 98118,USA
19-05-2022,611000,8,2.5,2460,2,0,0,3,1998,2006,23911 SE 6th St,Redmond,WA 98074,USA
19-05-2022,1000000,2,1.75,2430,1,0,4,3,1951,1994,18200-18298 13th Ave NW,Shoreline,WA 98177,USA
19-05-2022,307000,5,1,1370,1,0,0,3,1960,2012,4751 Stephens Ave,Carnation,WA 98014,USA
19-05-2022,442500,5,1.75,1800,1,0,0,3,1967,2011,17110-17116 146th Ave SE,Renton,WA 98058,USA
19-05-2022,485000,5,1.75,2200,2,0,2,3,1908,1988,23902 6th Ave S,Des Moines,WA 98198,USA
19-05-2022,367000,2,1,700,1,0,0,3,1945,2010,2632 NW North Beach Dr,Seattle,WA 98117,USA
19-05-2022,429000,5,2.5,1920,2,0,0,3,1995,0,714 NE 10th St,North Bend,WA 98045,USA
19-05-2022,446000,5,2.75,2190,1,0,0,5,1978,0,20402 63rd Ave NE,Kenmore,WA 98028,USA
19-05-2022,572500,5,2.25,2030,1,0,0,4,1984,0,13322 SE 77th Ct,Newcastle,WA 98059,USA
19-05-2022,477000,5,2.5,1350,3,0,0,3,2005,0,2313 NW 65th St,Seattle,WA 98117,USA
19-05-2022,518000,5,2.5,1680,2,0,0,3,2008,0,8354 11th Ave NW,Seattle,WA 98117,USA
19-05-2022,462000,5,1.75,1250,1,0,0,4,1966,0,4 151st Pl NE,Bellevue,WA 98007,USA
19-05-2022,1190000,8,3,2240,1.5,0,0,4,1914,1945,2009 4th Ave N,Seattle,WA 98109,USA
19-05-2022,137000,5,1,950,1,0,0,3,1954,2005,9445 8th Ave SW,Seattle,WA 98106,USA
19-05-2022,530000,5,3.5,2320,2,0,0,3,1997,0,12418 NE 100th St,Kirkland,WA 98033,USA
19-05-2022,818000,2,2.5,2380,1,0,2,3,2011,0,12449 240th Pl NE,Redmond,WA 98053,USA
19-05-2022,640000,2,2.25,1540,3,0,0,3,2007,0,1806 11th Ave,Seattle,WA 98122,USA
19-05-2022,298450,5,3,2100,1,0,0,3,2007,0,29801-29829 23rd Avenue South,Federal Way,WA 98003,USA
19-05-2022,575000,8,2.5,2500,2,0,0,3,2013,1923,34115 SE Ash St,Snoqualmie,WA 98065,USA
20-05-2022,730000,8,2.5,3230,2,0,0,3,2004,2003,2913 278th Ave SE,Sammamish,WA 98075,USA
20-05-2022,551000,5,2.5,2830,2,0,0,3,2001,0,7928 NE 182nd Pl,Kenmore,WA 98028,USA
20-05-2022,271310,2,1,870,1.5,0,0,2,1906,0,2019 24th Ave S,Seattle,WA 98144,USA
20-05-2022,675000,8,3,2690,1,0,0,3,1954,1999,17428 7th Pl SW,Normandy Park,WA 98166,USA
20-05-2022,479000,5,2.5,1260,3,0,0,3,2008,0,915 6th Ave N,Seattle,WA 98109,USA
20-05-2022,520000,8,3.5,2680,2,0,0,3,1942,2014,13342 30th Ave NE,Seattle,WA 98125,USA
20-05-2022,599950,5,2.5,2660,2,0,0,3,2014,0,4810 S Raymond St,Seattle,WA 98118,USA
20-05-2022,483945,2,1.75,1480,1,0,0,4,1951,1999,4844 47th Ave SW,Seattle,WA 98116,USA
20-05-2022,390000,8,2.25,1770,1,0,0,4,1965,0,14223 SE 179th Pl,Renton,WA 98058,USA
20-05-2022,192500,2,1,950,1,0,0,3,1926,2003,12516 Military Rd S,Seattle,WA 98168,USA
20-05-2022,330000,2,1,860,1,0,0,4,1948,0,3522 SW 107th St,Seattle,WA 98146,USA
20-05-2022,250000,8,2,1960,1,0,0,5,1978,0,12206 SE 217th St,Kent,WA 98031,USA
20-05-2022,243000,2,1,1770,1.5,0,0,4,1943,0,8040 S 118th St,Seattle,WA 98178,USA
20-05-2022,575000,8,1.75,1280,1,0,0,3,1926,2003,7032 7th Ave NW,Seattle,WA 98117,USA
20-05-2022,639000,8,2.5,2150,2,0,0,4,1982,2011,13615 179th Ave NE,Redmond,WA 98052,USA
20-05-2022,710000,2,1,1790,1,0,0,4,1923,0,2422 E McGraw St,Seattle,WA 98112,USA
20-05-2022,675000,5,2.25,1990,2,0,0,4,1987,0,16822 NE 87th St,Redmond,WA 98052,USA
20-05-2022,405000,5,2.5,2430,2,0,0,3,2001,0,16819 SE 171st Pl,Renton,WA 98058,USA
20-05-2022,615000,8,2.75,2820,1,0,0,3,1965,1993,4941-4949 125th Ave SE,Bellevue,WA 98006,USA
20-05-2022,490000,5,1,1910,1,0,0,4,1946,1989,9237 7th Ave NW,Seattle,WA 98117,USA
20-05-2022,467000,5,2.25,1270,2,0,0,3,2005,0,1427 NW 62nd St,Seattle,WA 98107,USA
20-05-2022,480000,8,2.75,2050,1,0,0,4,1986,0,2612 49th Ave SW,Seattle,WA 98116,USA
20-05-2022,755000,6,2,2150,1,0,0,3,1952,2008,3429 9th Ave W,Seattle,WA 98119,USA
20-05-2022,760000,8,1.75,2450,1,0,2,4,1987,0,5028 157th Ave SE,Bellevue,WA 98006,USA
20-05-2022,387000,2,2.25,1230,2,0,0,3,2012,1912,801-921 Martin Luther King Jr Way S,Seattle,WA 98144,USA
20-05-2022,925000,8,2.25,2260,1,0,0,4,1967,0,6046 126th Ave NE,Kirkland,WA 98033,USA
20-05-2022,415000,2,1,1050,1,0,0,4,1943,0,3720 S 312th Ln,Auburn,WA 98001,USA
20-05-2022,263000,5,1.75,1570,2,0,0,3,1982,0,9226 S 239th Pl,Kent,WA 98031,USA
20-05-2022,519900,8,2,1820,1,0,0,4,1967,0,2019 182nd Ave NE,Redmond,WA 98052,USA
20-05-2022,570000,2,1.75,1540,1,0,0,4,1908,0,1715 46th Ave SW,Seattle,WA 98116,USA
20-05-2022,450000,5,1.5,2060,1,0,0,3,1953,0,21533 NE Woodinville Duvall Rd,Woodinville,WA 98077,USA
20-05-2022,1300000,8,3.5,4380,1,0,0,3,2001,0,5830 246th Pl NE,Redmond,WA 98053,USA
20-05-2022,300000,5,1,1090,1,0,0,4,1955,2009,13424 NE 80th St,Redmond,WA 98052,USA
20-05-2022,320000,5,1.75,1480,1,0,0,4,1965,0,2525 NE 24th St,Renton,WA 98056,USA
20-05-2022,387500,8,1,1320,1.5,0,0,3,1929,0,1505 29th Ave,Seattle,WA 98122,USA
20-05-2022,458000,1,2.25,2140,1,0,0,3,1976,0,14634 128th Ave NE,Woodinville,WA 98072,USA
20-05-2022,1212500,8,3.5,4560,1,0,3,3,1995,0,16864 SE 57th Pl,Bellevue,WA 98006,USA
20-05-2022,380000,8,3,2800,2,0,0,3,2002,0,24729 SE 276th Pl,Maple Valley,WA 98038,USA
20-05-2022,200000,5,1,1050,1,0,0,4,1967,0,602 Tacoma Ave NE,Renton,WA 98056,USA
20-05-2022,385000,5,1.5,1490,1,0,0,4,1959,0,6428 NE 184th St,Kenmore,WA 98028,USA
20-05-2022,396675,2,1,1730,2,0,0,4,1945,0,7358 28th Ave SW,Seattle,WA 98126,USA
20-05-2022,452000,8,1,1210,1.5,0,0,3,1900,2005,1106 N 80th St,Seattle,WA 98103,USA
20-05-2022,426000,8,2.5,2800,2,0,0,3,2004,2003,24957 SE 279th St,Maple Valley,WA 98038,USA
20-05-2022,792000,5,1.5,1570,2,0,0,3,1915,0,1833 1st Ave N,Seattle,WA 98109,USA
20-05-2022,315000,5,2.25,1400,1,0,0,2,1987,0,20515 SE 333rd Pl,Auburn,WA 98092,USA
20-05-2022,1275000,8,2,2850,1,0,4,4,1970,0,3014 NW Esplanade,Seattle,WA 98117,USA
20-05-2022,326000,6,3,1880,1,0,0,4,1966,0,1178 Camas Ave NE,Renton,WA 98056,USA
20-05-2022,268500,2,1,790,1,0,0,4,1953,1983,556 N 167th St,Shoreline,WA 98133,USA
20-05-2022,440000,2,1.75,1300,2,0,0,3,1948,1994,5501 37th Ave NE,Seattle,WA 98105,USA
20-05-2022,300000,5,1,2120,1,0,0,4,1967,0,12840 163rd Ave SE,Renton,WA 98059,USA
20-05-2022,525000,5,1.5,1540,2,0,0,3,1941,2009,4017 36th Ave SW,Seattle,WA 98126,USA
20-05-2022,978000,8,2.75,2620,1.5,0,2,4,1926,1993,2602 Shoreland Dr S,Seattle,WA 98144,USA
20-05-2022,1125000,6,3,2880,2,0,0,4,1919,1985,2212 N 36th St,Seattle,WA 98103,USA
20-05-2022,700000,8,1,1680,1.5,0,0,3,1921,2000,2139 N 52nd St,Seattle,WA 98103,USA
20-05-2022,315000,2,1,790,1,0,0,3,1955,1984,10830 132nd Ave NE,Redmond,WA 98052,USA
20-05-2022,309000,5,1,1092,1.5,0,0,3,1918,0,7757 15th Ave SW,Seattle,WA 98106,USA
20-05-2022,219950,5,1.5,1650,1,0,0,3,1967,2011,425 S 305th St,Federal Way,WA 98003,USA
20-05-2022,289000,5,2.5,2090,2,0,0,3,2002,0,17814 SE 257th St,Covington,WA 98042,USA
20-05-2022,210000,8,1.75,2180,1,0,0,3,1950,2005,21922 34th Ave S,SeaTac,WA 98198,USA
20-05-2022,260000,8,2.5,1990,2,0,0,3,1989,0,32819 17th Ave SW,Federal Way,WA 98023,USA
20-05-2022,699000,8,2.5,2650,2,0,0,3,2006,0,11332 30th Ave NE,Seattle,WA 98125,USA
20-05-2022,1800000,8,3.5,4460,1,0,0,3,1962,1994,2625 82nd Ave NE,Medina,WA 98039,USA
20-05-2022,299950,5,1,910,1,0,0,4,1950,1983,20013 15th Ave NW,Shoreline,WA 98177,USA
20-05-2022,749950,5,2.5,2770,2,0,2,3,1992,0,16420 SE 39th Pl,Bellevue,WA 98008,USA
20-05-2022,1100000,5,2,2390,2,0,1,5,1939,0,7529 Lakemont Dr NE,Seattle,WA 98115,USA
20-05-2022,555000,5,2.5,3050,1,0,0,4,1987,0,701 S 52nd St,Renton,WA 98055,USA
20-05-2022,384000,5,2.5,1700,2,0,0,3,2003,0,35131 SE Ridge St,Snoqualmie,WA 98065,USA
20-05-2022,499950,5,3.5,3200,2,0,0,3,1989,0,18460 SE 143rd St,Renton,WA 98059,USA
20-05-2022,430000,5,1.75,1200,1,0,0,5,1906,0,5206 13th Ave S,Seattle,WA 98108,USA
20-05-2022,350000,8,2.25,2220,2,0,0,4,1999,0,22507 SE 279th St,Maple Valley,WA 98038,USA
20-05-2022,620000,5,2.5,2480,2,0,0,3,2004,2003,8719 228th Way NE,Redmond,WA 98053,USA
20-05-2022,765000,8,2.25,2560,1,0,0,4,1976,1992,17323 NE 24th St,Redmond,WA 98052,USA
20-05-2022,250000,8,1.5,2500,1,0,0,4,1961,2001,24911-24917 38th Ave S,Kent,WA 98032,USA
20-05-2022,376000,2,1,1150,1,0,0,3,1947,2012,2825 W Elmore St,Seattle,WA 98199,USA
20-05-2022,475000,8,1.75,1650,1,0,0,4,1950,1983,11726 Phinney Ave N,Seattle,WA 98133,USA
20-05-2022,120750,5,1.75,1140,1,0,0,4,1969,0,34403 30th Ave SW,Federal Way,WA 98023,USA
20-05-2022,1690000,5,1.75,3400,1,0,2,5,1957,0,3872 50th Ave NE,Seattle,WA 98105,USA
20-05-2022,330000,5,1,1180,1,0,0,4,1959,0,8442-8514 WA-900,Issaquah,WA 98027,USA
20-05-2022,619500,5,2.5,1700,2,0,0,3,1992,0,3113 E Cherry St,Seattle,WA 98122,USA
20-05-2022,345000,5,1.5,1240,1,0,0,4,1954,1979,15154 SE Newport Way,Bellevue,WA 98006,USA
20-05-2022,598000,5,2.25,2890,2,0,0,3,1977,2004,2116 Sahalee Dr E,Sammamish,WA 98074,USA
20-05-2022,335000,5,1,1060,1,0,0,4,1967,0,8136 NE 147th Pl,Kenmore,WA 98028,USA
20-05-2022,372500,8,1.75,1590,2,0,0,4,1922,0,14556 Stone Ave N,Shoreline,WA 98133,USA
20-05-2022,300000,6,5.25,2860,2,0,0,3,1978,0,606 5th St SE,Auburn,WA 98002,USA
20-05-2022,194000,1,1,820,1,0,0,3,2007,0,6017-6199 31st Ave SW,Seattle,WA 98126,USA
20-05-2022,507500,5,2,2020,1,0,0,3,1963,2008,16630 SE 26th St,Bellevue,WA 98008,USA
20-05-2022,325000,8,2.25,1870,1,0,0,4,1959,0,12813 81st Ave NE,Kirkland,WA 98034,USA
20-05-2022,329900,5,2.5,2170,2,0,0,3,2004,2003,22639 SE 280th Pl,Maple Valley,WA 98038,USA
20-05-2022,329000,8,2.5,1600,1,0,0,3,1947,2011,6048 26th Ave SW,Seattle,WA 98106,USA
20-05-2022,494000,8,1.75,2090,1.5,0,0,4,1925,1968,5011 SW Dawson St,Seattle,WA 98136,USA
20-05-2022,206000,8,2,1700,1,0,0,3,1978,0,606 5th St SE,Auburn,WA 98002,USA
20-05-2022,423000,8,1.75,1940,1,0,0,4,1941,1998,11207 Evanston Ave N,Seattle,WA 98133,USA
20-05-2022,259000,5,1,1320,1,0,0,4,1957,2001,2931 NE 5th Pl,Renton,WA 98056,USA
20-05-2022,879950,8,2.25,3500,1,0,4,4,1938,0,10599 Marine View Dr SW,Seattle,WA 98146,USA
20-05-2022,345600,5,3.5,2800,2.5,0,0,3,1903,2005,352 17th Ave,Seattle,WA 98122,USA
20-05-2022,395000,5,1.5,1080,1.5,0,0,4,1920,0,7505 Ravenna Ave NE,Seattle,WA 98115,USA
20-05-2022,625000,8,2.5,3550,2,0,0,3,2007,0,6519 Sword Fern Ave SE,Snoqualmie,WA 98065,USA
20-05-2022,439000,5,2,2010,2,0,0,3,2003,0,16103 Kelly Rd NE,Duvall,WA 98019,USA
20-05-2022,380000,5,1.75,1690,2,0,0,3,2008,0,4355 Jill Pl S,Seattle,WA 98108,USA
20-05-2022,440000,5,1.5,1270,3,0,0,3,2007,0,9608 Roosevelt Way NE,Seattle,WA 98115,USA
20-05-2022,415000,5,2.25,1970,2,0,0,3,2008,0,4351 Jill Pl S,Seattle,WA 98108,USA
20-05-2022,860000,8,2.75,3160,2,0,0,3,2014,0,13009 NE 74th St,Kirkland,WA 98033,USA
20-05-2022,500000,5,2.5,1210,3,0,0,3,2008,0,3903 Woodland Park Ave N,Seattle,WA 98103,USA
20-05-2022,953007,8,3.5,3120,2,0,0,3,2008,0,6511 37th Ave NE,Seattle,WA 98115,USA
20-05-2022,515000,8,2.5,2670,2,0,0,3,2006,0,5407 NE 3rd Pl,Renton,WA 98059,USA
20-05-2022,772000,5,2.25,1640,3,0,0,3,2014,0,122 27th Ave E,Seattle,WA 98112,USA
20-05-2022,329995,8,2.5,2303,2,0,0,3,2013,1923,38068 41st Pl S,Auburn,WA 98001,USA
20-05-2022,409316,5,2.5,1800,2,0,0,3,2014,0,7416 Better Way Loop SE,Snoqualmie,WA 98065,USA
20-05-2022,490000,5,3.5,4460,3,0,2,3,2013,1923,1400 10th Ave W,Seattle,WA 98119,USA
20-05-2022,305000,2,2.5,1590,2,0,0,3,2009,0,5937 Delridge Way SW,Seattle,WA 98106,USA
20-05-2022,785000,8,3.5,3070,2,0,0,3,2009,0,2500-2556 NW Alpine Crest Way,Issaquah,WA 98027,USA
21-05-2022,240000,2,1.75,1330,1,0,0,3,1993,0,17451 42nd Ln S,SeaTac,WA 98188,USA
21-05-2022,325000,5,1,990,1,0,0,4,1947,1988,11502 Corliss Ave N,Seattle,WA 98133,USA
21-05-2022,535800,8,2.5,1900,2,0,0,3,1994,0,4136 258th Ave SE,Issaquah,WA 98029,USA
21-05-2022,720000,5,2.5,2020,3,0,3,3,2000,0,208 N 45th St,Seattle,WA 98103,USA
21-05-2022,374000,5,1.75,2000,1,0,0,4,1961,2001,12401 NE 108th Ln,Kirkland,WA 98033,USA
21-05-2022,189650,2,1.75,1100,1,0,0,3,1980,0,1215 S 211th St,Des Moines,WA 98198,USA
21-05-2022,420850,1,1,960,1,0,0,5,1945,0,10815 E Lake Joy Dr NE,Carnation,WA 98014,USA
21-05-2022,815000,8,2.75,3488,2,0,0,3,1998,2006,321 246th Way SE,Redmond,WA 98074,USA
21-05-2022,1065000,2,1.75,1890,2,0,0,3,1987,2000,130 97th Ave NE,Bellevue,WA 98004,USA
21-05-2022,199000,8,2,2030,2,0,0,3,1950,2005,11226 57th Ave S,Seattle,WA 98178,USA
21-05-2022,195000,5,1.75,1380,1,0,0,3,1981,2013,18600-18698 SE 259th Pl,Covington,WA 98042,USA
21-05-2022,1506000,8,3.25,3660,2.5,0,0,3,1909,1995,1020 15th Ave E,Seattle,WA 98112,USA
21-05-2022,288400,5,2.25,1870,2,0,0,3,1997,0,3901 NE 5th Pl,Renton,WA 98056,USA
21-05-2022,442000,8,2.25,2080,1,0,0,4,1979,0,1740 216th Pl NE,Sammamish,WA 98074,USA
21-05-2022,619420,8,2.75,2450,2,0,0,4,1988,0,8537 135th Ave SE,Newcastle,WA 98059,USA
21-05-2022,635000,8,2.25,2750,1,0,0,4,1948,0,3821 39th Ave S,Seattle,WA 98118,USA
21-05-2022,210000,5,1,1240,1,0,0,4,1916,0,9612-9618 Renton Ave S,Seattle,WA 98118,USA
21-05-2022,512500,5,2.5,1900,2,0,0,3,1990,2009,11125 115th Ave NE,Kirkland,WA 98033,USA
21-05-2022,567000,5,2.5,2540,2,0,0,3,1999,0,7913-7935 79th Way NE,Kirkland,WA 98034,USA
21-05-2022,525000,5,2.75,2100,2,0,0,3,1998,2006,3 Ober Strasse,Snoqualmie Pass,WA 98068,USA
21-05-2022,475000,8,2,1790,1,0,2,4,1909,1989,1017 N 38th St,Seattle,WA 98103,USA
21-05-2022,250000,5,2,1170,1,0,0,3,1984,0,29812 55th Pl S,Auburn,WA 98001,USA
21-05-2022,220000,5,1,1060,1,0,2,5,1956,0,1122 Harding St,Enumclaw,WA 98022,USA
21-05-2022,230000,5,2,1930,1.5,0,0,3,1941,1969,10645 2nd Ave SW,Seattle,WA 98146,USA
21-05-2022,385500,5,2,1540,1,0,0,3,1961,2004,9215 NE 183rd St,Bothell,WA 98011,USA
21-05-2022,895000,5,3,2876,1,0,2,4,1973,0,5558 W Mercer Way,Mercer Island,WA 98040,USA
21-05-2022,368250,5,2.5,2150,2,0,0,3,1988,2000,932 223rd Pl NE,Sammamish,WA 98074,USA
21-05-2022,249900,2,1,1140,1,0,0,3,1947,2012,9412 24th Ave SW,Seattle,WA 98106,USA
21-05-2022,350000,5,1.5,980,1,0,0,5,1969,0,9753 NE 127th Pl,Kirkland,WA 98034,USA
21-05-2022,175000,5,1.75,1230,1,0,0,4,1962,0,31649-31799 44th Ave S,Auburn,WA 98001,USA
21-05-2022,270000,5,1.75,1390,1,0,0,3,1957,2000,5601-5605 21st Ave SW,Seattle,WA 98106,USA
21-05-2022,495000,5,3.5,2380,2,0,3,3,1997,0,6521-6599 S Norfolk St,Seattle,WA 98118,USA
21-05-2022,1580000,5,3.25,3690,2,0,0,3,2007,0,440 8th Ave,Kirkland,WA 98033,USA
21-05-2022,542500,5,3.25,3010,1.5,0,0,5,1931,0,16200-16398 252nd Ave SE,Issaquah,WA 98027,USA
21-05-2022,330000,5,1,1250,1,0,0,3,1969,2010,17510 194th Ave NE,Woodinville,WA 98077,USA
21-05-2022,1003000,8,2.75,2290,2,0,0,4,1926,1993,124 NE 63rd St,Seattle,WA 98115,USA
21-05-2022,299800,2,1,790,1,0,0,4,1925,1968,8041-8299 Beacon Ave S,Seattle,WA 98118,USA
21-05-2022,299900,5,2.5,2720,2,0,0,3,2002,0,29820 125th Pl SE,Auburn,WA 98092,USA
21-05-2022,691000,8,2.75,2550,1,0,0,3,1972,2002,4118 107th Pl NE,Kirkland,WA 98033,USA
21-05-2022,195000,2,1,1080,1,0,0,4,1972,0,24807 10th Ave S,Des Moines,WA 98198,USA
21-05-2022,405000,5,1.75,2470,1,0,1,4,1962,0,1018 S 226th St,Des Moines,WA 98198,USA
21-05-2022,360000,2,0.75,850,1,0,2,5,1909,1988,2458 S Ferdinand St,Seattle,WA 98108,USA
